config_id,n_layers,layers_str,alpha,k_value,seed,prompt_id,domain,step,vanilla_top1,bridge_top1,top1_agree,top5_agree,kl,js,prob_gap,alpha0_max_abs_diff
C1,1,18,0.3,10,42,M75_TC,CODE,1,14924,14924,1,1,2.9802322387695312e-08,0.0,0.1792333722114563,0.0
C1,1,18,0.3,10,42,M75_TC,CODE,2,1893,1893,1,1,0.0004081232182215899,0.00010214466601610184,0.01661641150712967,0.0
C1,1,18,0.3,10,42,M75_TC,CODE,3,1471,1471,1,1,0.0004307110793888569,0.00010805620695464313,0.21676066517829895,0.0
C1,1,18,0.3,10,42,M75_TC,CODE,4,997,997,1,1,0.0002407460706308484,5.828693974763155e-05,0.8152482509613037,0.0
C1,1,18,0.3,10,42,M75_TC,CODE,5,262,262,1,1,0.00010320346336811781,2.559646964073181e-05,0.8863227367401123,0.0
C1,1,18,0.3,10,42,M75_TC,CODE,6,4304,4304,1,1,0.0018401711713522673,0.00045737100299447775,0.22200745344161987,0.0
C1,1,18,0.3,10,42,M75_TC,CODE,7,308,308,1,1,0.00034624477848410606,8.470553439110518e-05,0.9106017351150513,0.0
C1,1,18,0.3,10,42,M75_TC,CODE,8,624,624,1,1,0.0003555077128112316,9.04946937225759e-05,0.1325172781944275,0.0
C1,1,18,0.3,10,42,M75_TC,CODE,9,220,220,1,1,1.1707593330356758e-06,3.579706913114933e-07,0.9676671028137207,0.0
C1,1,18,0.3,10,42,M75_TC,CODE,10,16,16,1,1,0.001864513847976923,0.0004639251419575885,0.31437069177627563,0.0
C1,1,18,0.3,10,42,M75_TC,CODE,11,512,512,1,1,0.00011376843031030148,2.787564881145954e-05,0.9720737338066101,0.0
C1,1,18,0.3,10,42,M75_TC,CODE,12,286,286,1,1,1.0059229680337012e-05,2.553273589001037e-06,0.9952748417854309,0.0
C1,1,18,0.3,10,42,M75_TC,CODE,13,471,471,1,1,3.138979081995785e-05,7.801083484082483e-06,0.9825902581214905,0.0
C1,1,18,0.3,10,42,M75_TC,CODE,14,308,308,1,1,3.746952279470861e-05,9.526542271487415e-06,0.6942195296287537,0.0
C1,1,18,0.3,10,42,M75_TC,CODE,15,198,198,1,1,0.00022634370543528348,5.562958904192783e-05,0.8216173052787781,0.0
C1,1,18,0.3,10,42,M75_TC,CODE,16,262,262,1,1,1.6110252545331605e-06,3.7864060686843004e-07,0.9984374046325684,0.0
C1,1,18,0.3,10,42,M75_TC,CODE,17,775,775,1,1,0.0010277247056365013,0.0002540054265409708,0.6625936627388,0.0
C1,1,18,0.3,10,42,M75_TC,CODE,18,76798,76798,1,1,0.0001999902306124568,5.0975155318155885e-05,0.9622496962547302,0.0
C1,1,18,0.3,10,42,M75_TC,CODE,19,1471,1471,1,1,3.468258000793867e-06,8.659197874294478e-07,0.9981498718261719,0.0
C1,1,18,0.3,10,42,M75_TC,CODE,20,12,12,1,1,0.0018007401376962662,0.0004526134580373764,0.30224868655204773,0.0
C1,1,18,0.3,10,42,M75_TC,CODE,21,16,16,1,1,0.00032997236121445894,8.401873492402956e-05,0.915694534778595,0.0
C1,1,18,0.3,10,42,M75_TC,CODE,22,8,8,1,1,2.0591637621691916e-06,5.377142997531337e-07,0.9411354660987854,0.0
C1,1,18,0.3,10,42,M75_TC,CODE,23,489,489,1,1,1.3679806443178677e-07,4.14277820937059e-08,0.9993842840194702,0.0
C1,1,18,0.3,10,42,M75_TC,CODE,24,76798,76798,1,1,1.3805169146507978e-05,3.51547532773111e-06,0.9967767000198364,0.0
C1,1,18,0.3,10,42,M75_TC,CODE,25,1471,1471,1,1,3.957150511268992e-06,1.0232834597445617e-06,0.9976769089698792,0.0
C1,1,18,0.3,10,42,M75_TC,CODE,26,12,12,1,1,7.023080252110958e-05,1.788084045983851e-05,0.982437789440155,0.0
C1,1,18,0.3,10,42,M75_RS,REASONING,1,14924,14924,1,1,2.9802322387695312e-08,0.0,0.1792333722114563,0.0
C1,1,18,0.3,10,42,M75_RS,REASONING,2,315,315,1,1,0.0004989924491383135,0.00012466443877201527,0.019612189382314682,0.0
C1,1,18,0.3,10,42,M75_RS,REASONING,3,617,617,1,1,0.0013397075235843658,0.0003369527403265238,0.052788540720939636,0.0
C1,1,18,0.3,10,42,M75_RS,REASONING,4,8369,8369,1,1,0.001101508503779769,0.00027589380624704063,0.055122680962085724,0.0
C1,1,18,0.3,10,42,M75_RS,REASONING,5,94003,94003,1,1,9.246353874914348e-05,2.3440072254743427e-05,0.6794039607048035,0.0
C1,1,18,0.3,10,42,M75_RS,REASONING,6,291,291,1,1,2.3327993403654546e-06,5.583178790402599e-07,0.9983245134353638,0.0
C1,1,18,0.3,10,42,M75_RS,REASONING,7,11,11,1,1,0.00012596911983564496,3.1736839446239173e-05,0.16342304646968842,0.0
C1,1,18,0.3,10,42,M75_RS,REASONING,8,1115,1115,1,1,0.0026564905419945717,0.0006590490229427814,0.02912161499261856,0.0
C1,1,18,0.3,10,42,M75_RS,REASONING,9,56669,56669,1,1,0.003261301200836897,0.0008128833724185824,0.12318111956119537,0.0
C1,1,18,0.3,10,42,M75_RS,REASONING,10,527,527,1,1,0.0012145200744271278,0.00030715460889041424,0.6394582986831665,0.0
C1,1,18,0.3,10,42,M75_RS,REASONING,11,56669,56669,1,1,0.002201811410486698,0.0005351146683096886,0.672369122505188,0.0
C1,1,18,0.3,10,42,M75_RS,REASONING,12,13,13,1,1,3.973793354816735e-05,1.0063675290439278e-05,0.7481845617294312,0.0
C1,1,18,0.3,10,42,M75_RS,REASONING,13,2052,2052,1,1,0.001051001250743866,0.0002612208481878042,0.16030798852443695,0.0
C1,1,18,0.3,10,42,M75_RS,REASONING,14,11,11,1,1,0.002136074472218752,0.0005172742530703545,0.7562078833580017,0.0
C1,1,18,0.3,10,42,M75_RS,REASONING,15,682,682,1,1,0.0013897691387683153,0.00034467318619135767,0.4559172987937927,0.0
C1,1,18,0.3,10,42,M75_RS,REASONING,16,57874,57874,1,1,0.0026845047250390053,0.0006514800479635596,0.7255666851997375,0.0
C1,1,18,0.3,10,42,M75_RS,REASONING,17,527,527,1,1,0.0001771966926753521,4.5135413529351354e-05,0.95262610912323,0.0
C1,1,18,0.3,10,42,M75_CR,CREATIVE,1,14924,14924,1,1,2.9802322387695312e-08,0.0,0.1792333722114563,0.0
C1,1,18,0.3,10,42,M75_CR,CREATIVE,2,279,279,1,1,0.00016356701962649822,4.073062154930085e-05,0.0600166991353035,0.0
C1,1,18,0.3,10,42,M75_CR,CREATIVE,3,3293,3293,1,1,0.0008644736371934414,0.00021576532162725925,0.004808641970157623,0.0
C1,1,18,0.3,10,42,M75_CR,CREATIVE,4,1405,1405,1,1,0.0006476789712905884,0.00016102433437481523,0.30079007148742676,0.0
C1,1,18,0.3,10,42,M75_CR,CREATIVE,5,279,279,1,1,0.0009856170509010553,0.00024671191931702197,0.04399310424923897,0.0
C1,1,18,0.3,10,42,M75_CR,CREATIVE,6,374,374,1,1,0.0005258480086922646,0.0001311984087806195,0.23666971921920776,0.0
C1,1,18,0.3,10,42,M75_CR,CREATIVE,7,22009,22009,1,1,0.0003803903819061816,9.521245374344289e-05,0.04640958458185196,0.0
C1,1,18,0.3,10,42,M75_CR,CREATIVE,8,10134,10134,1,1,0.001038910006172955,0.00026121342671103776,0.07377088069915771,0.0
C1,1,18,0.3,10,42,M75_CR,CREATIVE,9,11,11,1,1,0.00020764314103871584,5.2469957154244184e-05,0.946262538433075,0.0
C1,1,18,0.3,10,42,M75_CR,CREATIVE,10,279,279,1,1,0.017461556941270828,0.004275807179510593,0.07418242841959,0.0
C1,1,18,0.3,10,42,M75_CR,CREATIVE,11,15861,15861,1,1,0.006082814186811447,0.0015257030026987195,0.002212394028902054,0.0
C1,1,18,0.3,10,42,M75_CR,CREATIVE,12,2383,2383,1,1,0.006669033318758011,0.0016553476452827454,0.08407969772815704,0.0
C1,1,18,0.3,10,42,M75_CR,CREATIVE,13,499,499,1,1,0.0012057940475642681,0.00030234578298404813,0.5125703811645508,0.0
C1,1,18,0.3,10,42,M75_CR,CREATIVE,14,1053,1053,1,1,0.0014644023030996323,0.00037143105873838067,0.8260341882705688,0.0
C1,1,18,0.3,10,42,M75_CR,CREATIVE,15,574,574,1,1,0.009091384708881378,0.0022785780020058155,0.0,0.0
C1,1,18,0.3,10,42,M75_CR,CREATIVE,16,430,430,1,1,0.017788220196962357,0.004303659312427044,0.417331337928772,0.0
C2,2,"18,24",0.3,10,42,M75_HC,FACTUAL,1,14924,14924,1,1,2.9802322387695312e-08,0.0,0.1792333722114563,0.0
C2,2,"18,24",0.3,10,42,M75_HC,FACTUAL,2,220,220,1,1,0.0004551773890852928,0.0001135003985837102,0.011585808359086514,0.0
C2,2,"18,24",0.3,10,42,M75_HC,FACTUAL,3,315,315,1,1,0.001349596306681633,0.00034117756877094507,0.3707805275917053,0.0
C2,2,"18,24",0.3,10,42,M75_HC,FACTUAL,4,279,279,1,1,0.0005167970666661859,0.0001287490304093808,0.15976330637931824,0.0
C2,2,"18,24",0.3,10,42,M75_HC,FACTUAL,5,11,11,1,1,0.0022792164236307144,0.0005711927078664303,0.3041308522224426,0.0
C2,2,"18,24",0.3,10,42,M75_HC,FACTUAL,6,12366,12366,1,1,0.0036095846444368362,0.0008895816281437874,0.2579026222229004,0.0
C2,2,"18,24",0.3,10,42,M75_HC,FACTUAL,7,13,13,1,1,0.0021432070061564445,0.0005358855705708265,0.13736793398857117,0.0
C2,2,"18,24",0.3,10,42,M75_HC,FACTUAL,8,1102,1102,1,1,0.0007104091346263885,0.00017581519205123186,0.10075320303440094,0.0
C2,2,"18,24",0.3,10,42,M75_HC,FACTUAL,9,3363,3363,1,1,0.0056981369853019714,0.0014008642174303532,0.030662231147289276,0.0
C2,2,"18,24",0.3,10,42,M75_HC,FACTUAL,10,315,315,1,1,0.00045545538887381554,0.000115999486297369,0.8133343458175659,0.0
C2,2,"18,24",0.3,10,42,M75_HC,FACTUAL,11,9822,9822,1,1,0.002043456770479679,0.0005093307700008154,0.05841211974620819,0.0
C2,2,"18,24",0.3,10,42,M75_HC,FACTUAL,12,374,374,1,1,4.0234357584267855e-05,9.863357263384387e-06,0.9565091729164124,0.0
C2,2,"18,24",0.3,10,42,M75_HC,FACTUAL,13,20437,20437,1,1,0.0008437763899564743,0.0002035598154179752,0.9050605297088623,0.0
C2,2,"18,24",0.3,10,42,M75_HC,FACTUAL,14,13,13,1,1,0.0001227203756570816,3.022013697773218e-05,0.7172704935073853,0.0
C2,2,"18,24",0.3,10,42,M75_HC,FACTUAL,15,578,578,1,1,0.0012843664735555649,0.00032514752820134163,0.7410066723823547,0.0
C2,2,"18,24",0.3,10,42,M75_HC,FACTUAL,16,6864,6864,1,1,4.9506634240970016e-05,1.2165233783889562e-05,0.9809726476669312,0.0
C2,2,"18,24",0.3,10,42,M75_HC,FACTUAL,17,315,315,1,1,8.007627911865711e-06,1.970563971553929e-06,0.9888872504234314,0.0
C2,2,"18,24",0.3,10,42,M75_HC,FACTUAL,18,15704,15704,1,1,0.0014889310114085674,0.00036869023460894823,0.07322332262992859,0.0
C2,2,"18,24",0.3,10,42,M75_HC,FACTUAL,19,374,374,1,1,2.325449895579368e-05,5.7993383961729705e-06,0.9859684705734253,0.0
C2,2,"18,24",0.3,10,42,M75_HC,FACTUAL,20,27286,27286,1,1,8.978508412837982e-05,2.2119464119896293e-05,0.9436232447624207,0.0
C2,2,"18,24",0.3,10,42,M75_HC,FACTUAL,21,13,13,1,1,0.00024337967624887824,5.948580655967817e-05,0.7475361227989197,0.0
C2,2,"18,24",0.3,10,42,M75_HC,FACTUAL,22,578,578,1,1,0.0012324899435043335,0.00031415559351444244,0.6224920749664307,0.0
C2,2,"18,24",0.3,10,42,M75_HC,FACTUAL,23,6864,6864,1,1,0.0003834094386547804,9.162336937151849e-05,0.9832731485366821,0.0
C2,2,"18,24",0.3,10,42,M75_HC,FACTUAL,24,315,315,1,1,1.3922486687079072e-05,3.5767989174928516e-06,0.9893071055412292,0.0
C2,2,"18,24",0.3,10,42,M75_HC,FACTUAL,25,279,279,1,1,0.0025070165283977985,0.0006257352652028203,0.01828831434249878,0.0
C2,2,"18,24",0.3,10,42,M75_HC,FACTUAL,26,374,374,1,1,7.569469744339585e-05,1.9489627447910607e-05,0.9794945120811462,0.0
C2,2,"18,24",0.3,10,42,M75_TC,CODE,1,14924,14924,1,1,2.9802322387695312e-08,0.0,0.1792333722114563,0.0
C2,2,"18,24",0.3,10,42,M75_TC,CODE,2,1893,1893,1,1,0.0007202475098893046,0.00017988015315495431,0.01661641150712967,0.0
C2,2,"18,24",0.3,10,42,M75_TC,CODE,3,1471,1471,1,1,0.001179044134914875,0.00029237614944577217,0.21676066517829895,0.0
C2,2,"18,24",0.3,10,42,M75_TC,CODE,4,997,997,1,1,0.00013594998745247722,3.369749174453318e-05,0.8152482509613037,0.0
C2,2,"18,24",0.3,10,42,M75_TC,CODE,5,262,262,1,1,8.944817818701267e-05,2.26746778935194e-05,0.8863227367401123,0.0
C2,2,"18,24",0.3,10,42,M75_TC,CODE,6,4304,4304,1,1,0.0005647456273436546,0.0001435619778931141,0.22200745344161987,0.0
C2,2,"18,24",0.3,10,42,M75_TC,CODE,7,308,308,1,1,0.0007534769829362631,0.00018185348017141223,0.9106017351150513,0.0
C2,2,"18,24",0.3,10,42,M75_TC,CODE,8,624,624,1,1,0.0016643269918859005,0.00041824718937277794,0.1325172781944275,0.0
C2,2,"18,24",0.3,10,42,M75_TC,CODE,9,220,220,1,1,1.8553808331489563e-05,4.614805220626295e-06,0.9676671028137207,0.0
C2,2,"18,24",0.3,10,42,M75_TC,CODE,10,16,16,1,1,4.267218173481524e-06,1.1093225111835636e-06,0.31437069177627563,0.0
C2,2,"18,24",0.3,10,42,M75_TC,CODE,11,512,512,1,1,2.66296265181154e-05,6.431051588151604e-06,0.9720737338066101,0.0
C2,2,"18,24",0.3,10,42,M75_TC,CODE,12,286,286,1,1,1.5118072042241693e-05,3.834071321762167e-06,0.9952748417854309,0.0
C2,2,"18,24",0.3,10,42,M75_TC,CODE,13,471,471,1,1,8.010608144104481e-05,1.96364417206496e-05,0.9825902581214905,0.0
C2,2,"18,24",0.3,10,42,M75_TC,CODE,14,308,308,1,1,0.00017067573207896203,3.904914410668425e-05,0.6942195296287537,0.0
C2,2,"18,24",0.3,10,42,M75_TC,CODE,15,198,198,1,1,0.000212499697227031,5.216724093770608e-05,0.8216173052787781,0.0
C2,2,"18,24",0.3,10,42,M75_TC,CODE,16,262,262,1,1,6.5136628109030426e-06,1.5087948668224271e-06,0.9984374046325684,0.0
C2,2,"18,24",0.3,10,42,M75_TC,CODE,17,775,775,1,1,0.0011580025311559439,0.0003024325123988092,0.6625936627388,0.0
C2,2,"18,24",0.3,10,42,M75_TC,CODE,18,76798,76798,1,1,0.0011327185202389956,0.0002961255959235132,0.9622496962547302,0.0
C2,2,"18,24",0.3,10,42,M75_TC,CODE,19,1471,1471,1,1,2.482564923411701e-05,6.357756319630425e-06,0.9981498718261719,0.0
C2,2,"18,24",0.3,10,42,M75_TC,CODE,20,12,12,1,1,0.0018085502088069916,0.00045449985191226006,0.30224868655204773,0.0
C2,2,"18,24",0.3,10,42,M75_TC,CODE,21,16,16,1,1,1.279126081499271e-06,2.9056400308036245e-07,0.915694534778595,0.0
C2,2,"18,24",0.3,10,42,M75_TC,CODE,22,8,8,1,1,0.00021644611842930317,5.300604971125722e-05,0.9411354660987854,0.0
C2,2,"18,24",0.3,10,42,M75_TC,CODE,23,489,489,1,1,6.365700301103061e-06,1.5410641935886815e-06,0.9993842840194702,0.0
C2,2,"18,24",0.3,10,42,M75_TC,CODE,24,76798,76798,1,1,3.932018444174901e-06,9.550112736178562e-07,0.9967767000198364,0.0
C2,2,"18,24",0.3,10,42,M75_TC,CODE,25,1471,1471,1,1,5.312248504196759e-06,1.3245580703369342e-06,0.9976769089698792,0.0
C2,2,"18,24",0.3,10,42,M75_TC,CODE,26,12,12,1,1,2.555564606154803e-06,5.157618261364405e-07,0.982437789440155,0.0
C2,2,"18,24",0.3,10,42,M75_RS,REASONING,1,14924,14924,1,1,2.9802322387695312e-08,0.0,0.1792333722114563,0.0
C2,2,"18,24",0.3,10,42,M75_RS,REASONING,2,315,315,1,1,0.0008171041263267398,0.00020401767687872052,0.019612189382314682,0.0
C2,2,"18,24",0.3,10,42,M75_RS,REASONING,3,617,617,1,1,0.0005848149303346872,0.00014711485709995031,0.052788540720939636,0.0
C2,2,"18,24",0.3,10,42,M75_RS,REASONING,4,8369,8369,1,1,0.002503038849681616,0.0006225949618965387,0.055122680962085724,0.0
C2,2,"18,24",0.3,10,42,M75_RS,REASONING,5,94003,94003,1,1,0.00023810265702195466,5.936055094935e-05,0.6794039607048035,0.0
C2,2,"18,24",0.3,10,42,M75_RS,REASONING,6,291,291,1,1,4.249890480423346e-06,1.0729991117841564e-06,0.9983245134353638,0.0
C2,2,"18,24",0.3,10,42,M75_RS,REASONING,7,11,11,1,1,0.00023070811585057527,5.779518323834054e-05,0.16342304646968842,0.0
C2,2,"18,24",0.3,10,42,M75_RS,REASONING,8,1115,1115,1,1,0.0020462004467844963,0.0005090583581477404,0.02912161499261856,0.0
C2,2,"18,24",0.3,10,42,M75_RS,REASONING,9,56669,56669,1,1,0.003674877807497978,0.000907719018869102,0.12318111956119537,0.0
C2,2,"18,24",0.3,10,42,M75_RS,REASONING,10,527,527,1,1,0.001304473727941513,0.00033016433008015156,0.6394582986831665,0.0
C2,2,"18,24",0.3,10,42,M75_RS,REASONING,11,56669,56669,1,1,0.0027059055864810944,0.0006601796485483646,0.672369122505188,0.0
C2,2,"18,24",0.3,10,42,M75_RS,REASONING,12,13,13,1,1,0.0007930807769298553,0.00019478145986795425,0.7481845617294312,0.0
C2,2,"18,24",0.3,10,42,M75_RS,REASONING,13,2052,2052,1,1,0.002379128709435463,0.0005945022567175329,0.16030798852443695,0.0
C2,2,"18,24",0.3,10,42,M75_RS,REASONING,14,11,11,1,1,0.0028080556076020002,0.0006789592443965375,0.7562078833580017,0.0
C2,2,"18,24",0.3,10,42,M75_RS,REASONING,15,682,682,1,1,0.004702814854681492,0.0011480152606964111,0.4559172987937927,0.0
C2,2,"18,24",0.3,10,42,M75_RS,REASONING,16,57874,57874,1,1,0.006219666451215744,0.0014862618409097195,0.7255666851997375,0.0
C2,2,"18,24",0.3,10,42,M75_RS,REASONING,17,527,527,1,1,0.00018486008048057556,4.705088213086128e-05,0.95262610912323,0.0
C2,2,"18,24",0.3,10,42,M75_CR,CREATIVE,1,14924,14924,1,1,2.9802322387695312e-08,0.0,0.1792333722114563,0.0
C2,2,"18,24",0.3,10,42,M75_CR,CREATIVE,2,279,279,1,1,0.0003056854475289583,7.628739695064723e-05,0.0600166991353035,0.0
C2,2,"18,24",0.3,10,42,M75_CR,CREATIVE,3,3293,3293,1,1,0.0020150705240666866,0.0004987113643437624,0.004808641970157623,0.0
C2,2,"18,24",0.3,10,42,M75_CR,CREATIVE,4,1405,1405,1,1,0.0010646013543009758,0.00026437826454639435,0.30079007148742676,0.0
C2,2,"18,24",0.3,10,42,M75_CR,CREATIVE,5,279,279,1,1,0.0012356871739029884,0.0003081179456785321,0.04399310424923897,0.0
C2,2,"18,24",0.3,10,42,M75_CR,CREATIVE,6,374,374,1,1,0.0013420195318758488,0.00033088354393839836,0.23666971921920776,0.0
C2,2,"18,24",0.3,10,42,M75_CR,CREATIVE,7,22009,22009,1,1,0.0016275066882371902,0.0004051337018609047,0.04640958458185196,0.0
C2,2,"18,24",0.3,10,42,M75_CR,CREATIVE,8,10134,10134,1,1,0.0014200659934431314,0.0003557809832273051,0.07377088069915771,0.0
C2,2,"18,24",0.3,10,42,M75_CR,CREATIVE,9,11,11,1,1,0.0003485394408926368,8.557880209991708e-05,0.946262538433075,0.0
C2,2,"18,24",0.3,10,42,M75_CR,CREATIVE,10,279,279,1,1,0.023363247513771057,0.005716763203963637,0.07418242841959,0.0
C2,2,"18,24",0.3,10,42,M75_CR,CREATIVE,11,15861,15861,1,1,0.007092575542628765,0.001773361349478364,0.002212394028902054,0.0
C2,2,"18,24",0.3,10,42,M75_CR,CREATIVE,12,2383,2383,1,1,0.0037374356761574745,0.0009356741793453693,0.08407969772815704,0.0
C2,2,"18,24",0.3,10,42,M75_CR,CREATIVE,13,499,499,1,1,0.0011390936560928822,0.0002774852328002453,0.5125703811645508,0.0
C2,2,"18,24",0.3,10,42,M75_CR,CREATIVE,14,1053,1053,1,1,0.0033775661140680313,0.0008716066367924213,0.8260341882705688,0.0
C2,2,"18,24",0.3,10,42,M75_CR,CREATIVE,15,574,574,1,1,0.0101007129997015,0.0025635717902332544,0.0,0.0
C2,2,"18,24",0.3,10,42,M75_CR,CREATIVE,16,430,430,1,1,0.04925065487623215,0.010892502963542938,0.417331337928772,0.0
C3,3,"18,21,24",0.3,10,42,M75_HC,FACTUAL,1,14924,14924,1,1,2.9802322387695312e-08,0.0,0.1792333722114563,0.0
C3,3,"18,21,24",0.3,10,42,M75_HC,FACTUAL,2,220,220,1,1,0.000528744887560606,0.00013209556345827878,0.011585808359086514,0.0
C3,3,"18,21,24",0.3,10,42,M75_HC,FACTUAL,3,315,315,1,1,0.001210787333548069,0.0003065697383135557,0.3707805275917053,0.0
C3,3,"18,21,24",0.3,10,42,M75_HC,FACTUAL,4,279,279,1,1,0.0009768325835466385,0.00024325912818312645,0.15976330637931824,0.0
C3,3,"18,21,24",0.3,10,42,M75_HC,FACTUAL,5,11,11,1,1,0.0011562742292881012,0.00029532850021496415,0.3041308522224426,0.0
C3,3,"18,21,24",0.3,10,42,M75_HC,FACTUAL,6,12366,12366,1,1,0.004506003111600876,0.0011167312040925026,0.2579026222229004,0.0
C3,3,"18,21,24",0.3,10,42,M75_HC,FACTUAL,7,13,13,1,1,0.00036994239781051874,9.199269698001444e-05,0.13736793398857117,0.0
C3,3,"18,21,24",0.3,10,42,M75_HC,FACTUAL,8,1102,1102,1,1,0.002582696732133627,0.0006460037548094988,0.10075320303440094,0.0
C3,3,"18,21,24",0.3,10,42,M75_HC,FACTUAL,9,3363,3363,1,1,0.005465468391776085,0.0013537148479372263,0.030662231147289276,0.0
C3,3,"18,21,24",0.3,10,42,M75_HC,FACTUAL,10,315,315,1,1,0.000428113155066967,0.00010905158706009388,0.8133343458175659,0.0
C3,3,"18,21,24",0.3,10,42,M75_HC,FACTUAL,11,9822,9822,1,1,0.004754098132252693,0.0011878104414790869,0.05841211974620819,0.0
C3,3,"18,21,24",0.3,10,42,M75_HC,FACTUAL,12,374,374,1,1,7.660602568648756e-05,1.894810702651739e-05,0.9565091729164124,0.0
C3,3,"18,21,24",0.3,10,42,M75_HC,FACTUAL,13,20437,20437,1,1,0.0008080173283815384,0.00019527209224179387,0.9050605297088623,0.0
C3,3,"18,21,24",0.3,10,42,M75_HC,FACTUAL,14,13,13,1,1,0.0004582485416904092,0.0001128568546846509,0.7172704935073853,0.0
C3,3,"18,21,24",0.3,10,42,M75_HC,FACTUAL,15,578,578,1,1,0.0012738201767206192,0.0003235391341149807,0.7410066723823547,0.0
C3,3,"18,21,24",0.3,10,42,M75_HC,FACTUAL,16,6864,6864,1,1,7.222243584692478e-05,1.8489459762349725e-05,0.9809726476669312,0.0
C3,3,"18,21,24",0.3,10,42,M75_HC,FACTUAL,17,315,315,1,1,4.145848652115092e-05,1.0249064871459268e-05,0.9888872504234314,0.0
C3,3,"18,21,24",0.3,10,42,M75_HC,FACTUAL,18,15704,15704,1,1,0.0053737531416118145,0.001344784745015204,0.07322332262992859,0.0
C3,3,"18,21,24",0.3,10,42,M75_HC,FACTUAL,19,374,374,1,1,2.582533488748595e-05,6.40973485133145e-06,0.9859684705734253,0.0
